USERID,Timestamp,Age,Industry,Job title,Salary,Compensation,Currency,Country,State,City,Overall years of experience,Years of experience in current job,Education level,Gender
12834,4/27/2021 11:08:23,25-34,Nonprofits,Senior Marketing Specialist,65000,2700,USD,US,Washington,Bellevue,8 - 10 years,5-7 years,College degree,Woman
9262,4/27/2021 11:08:27,35-44,Education (Primary/Secondary),High School counselor ,75000,0,USD,United States,Georgia,Suwanee ,21 - 30 years,11 - 20 years,Master's degree,Woman
2365,4/27/2021 11:08:27,18-24,"Marketing, Advertising & PR",Developer,72500,3000,USD,United States,Illinois,Chicago,5-7 years,1 year or less,College degree,Woman
11908,4/27/2021 11:08:28,35-44,Agriculture or Forestry,"Group Leader, Crop Protection Environmental and Human Safety",86000,1500,USD,USA,North Carolina,Raleigh,11 - 20 years,5-7 years,College degree,Woman
7995,4/27/2021 11:08:28,25-34,Property or Construction,Energy Specialist,75000,5000,USD,Usa,Missouri,St. Louis,11 - 20 years,11 - 20 years,College degree,Woman
7592,4/27/2021 11:08:31,25-34,Social Work,Medical Social Worker,63000,0,USD,United States,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Woman
4106,4/27/2021 11:08:32,35-44,Public Library,Children's Librarian,39000,0,USD,United States,Ohio,Dayton,11 - 20 years,11 - 20 years,Master's degree,Woman
8529,4/27/2021 11:08:32,35-44,Education (Higher Education),Payroll Manager,105000,0,USD,United States,Connecticut,Fairfield,11 - 20 years,11 - 20 years,College degree,Woman
6739,4/27/2021 11:08:34,35-44,"Marketing, Advertising & PR",Freelance content writer/copy editor,77000,0,USD,US,Connecticut,Manchester,21 - 30 years,5-7 years,College degree,Woman
8735,4/27/2021 11:08:35,35-44,Media & Digital,Production Editor ,55000,0,USD,United States ,New York,New York ,11 - 20 years,11 - 20 years,College degree,Woman
8686,4/27/2021 11:08:36,25-34,Computing or Tech,Salesforce Administrator ,64200,3000,USD,United States,Wisconsin,Madison,5-7 years,2 - 4 years,Master's degree,Prefer Not Answer
1368,4/27/2021 11:08:38,25-34,Engineering or Manufacturing,Engineer,92000,2000,USD,USA,Texas,DFW,5-7 years,5-7 years,College degree,Woman
3540,4/27/2021 11:08:41,25-34,Health care,Pharmacist,125000,500,USD,United States of America,Pennsylvania,Pittsburgh,5-7 years,5-7 years,PhD,Woman
81,4/27/2021 11:08:47,25-34,"Accounting, Banking & Finance",Staff Accountant,61800,1000,USD,USA,Ohio,Cleveland,8 - 10 years,5-7 years,College degree,Man
7638,4/27/2021 11:08:50,35-44,Art & Design,Product Coordinator,40000,200,USD,USA,Michigan,Grand Rapids,11 - 20 years,11 - 20 years,College degree,Woman
7396,4/27/2021 11:08:51,25-34,Education (Higher Education),Statistical Analyst,71750,0,USD,United States,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,Master's degree,Woman
9271,4/27/2021 11:08:57,35-44,"""Government Relations"" (Lobbying) ",Assistant ,65000,0,USD,United States ,New York,New York City ,5-7 years,5-7 years,College degree,Woman
7686,4/27/2021 11:08:58,25-34,Nonprofits,Senior research assistant,42120,0,USD,USA,New Jersey,East Hanover,2 - 4 years,2 - 4 years,College degree,Woman
12538,4/27/2021 11:08:59,25-34,Business or Consulting,Research Associate,65000,5000,USD,United States,District of Columbia,District of Columbia,5-7 years,2 - 4 years,Master's degree,Woman
6124,4/27/2021 11:09:01,35-44,Computing or Tech,Junior Project Manager,86000,3000,USD,United States,Colorado,Denver,8 - 10 years,8 - 10 years,College degree,Woman
12440,4/27/2021 11:09:02,35-44,Computing or Tech,Business Analyst,85000,7000,USD,United States,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,College degree,Woman
2260,4/27/2021 11:09:03,45-54,Computing or Tech,Software Development Project Manager,104000,0,USD,USA,Louisiana,New Orleans,21 - 30 years,21 - 30 years,Master's degree,Woman
4366,4/27/2021 11:09:05,45-54,Computing or Tech,Human Resources Manager,88000,8800,USD,United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,College degree,Woman
11676,4/27/2021 11:09:08,25-34,Computing or Tech,Programmer Analyst 2,65000,3000,USD,USA,Missouri,Jefferson City,8 - 10 years,8 - 10 years,College degree,Woman
12177,4/27/2021 11:09:10,25-34,Business or Consulting,Consultant,134000,3000,USD,U.S.,Oregon,Portland,8 - 10 years,5-7 years,Master's degree,Woman
8534,4/27/2021 11:09:11,35-44,Hospitality & Events,Controller,98500,10000,USD,USA,Florida,Naples,21 - 30 years,21 - 30 years,College degree,Woman
1703,4/27/2021 11:09:13,35-44,Computing or Tech,Software Engineer,112000,0,USD,US,Florida,Melbourne,11 - 20 years,8 - 10 years,College degree,Woman
7327,4/27/2021 11:09:16,25-34,Health care,Speech-Language Pathologist,60000,0,USD,United States,Ohio,Medina,8 - 10 years,8 - 10 years,Master's degree,Woman
4534,4/27/2021 11:09:19,25-34,Government and Public Administration,Lead Planner,57000,0,USD,USA,Texas,El Paso,5-7 years,2 - 4 years,Master's degree,Woman
11934,4/27/2021 11:09:20,25-34,"Accounting, Banking & Finance",Internal Auditor ,51000,1500,USD,USA,Kentucky,Lexington ,5-7 years,5-7 years,College degree,Woman
7158,4/27/2021 11:09:24,25-34,Education (Higher Education),Assistant Professor,56000,8000,USD,USA,Wisconsin,Milwaukee,2 - 4 years,5-7 years,PhD,Woman
6339,4/27/2021 11:09:26,18-24,Nonprofits,Program Coordinator,39000,0,USD,USA,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,College degree,Woman
3383,4/27/2021 11:09:27,25-34,"Accounting, Banking & Finance",Billing & Accounts Receivable Coordinator ,40000,2000,USD,United States,Ohio,Canton,8 - 10 years,2 - 4 years,College degree,Woman
10504,4/27/2021 11:09:28,45-54,Software as a Service SaaS,"Director, Learning Content & Training",68000,1000,USD,US,District of Columbia,Washington,11 - 20 years,8 - 10 years,College degree,Woman
12815,4/27/2021 11:09:29,35-44,"Accounting, Banking & Finance",Branch Manager,65000,3000,USD,USA,Texas,Richardson,11 - 20 years,11 - 20 years,Some college,Woman
2972,4/27/2021 11:09:30,25-34,Public health in higher education,Program Manager,67000,9000,USD,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman
896,4/27/2021 11:09:30,25-34,Government and Public Administration,program analyst,126000,1000,USD,US,District of Columbia,DC,8 - 10 years,8 - 10 years,College degree,Woman
5506,4/27/2021 11:09:31,45-54,Health care,Clinical Pharmacist ,146000,0,USD,USA,Massachusetts,Boston ,11 - 20 years,11 - 20 years,PhD,Woman
1020,4/27/2021 11:09:33,25-34,Engineering or Manufacturing,Senior Engineer,100000,2500,USD,USA,Colorado,Golden,8 - 10 years,8 - 10 years,PhD,Woman
4874,4/27/2021 11:09:34,35-44,Property or Construction,Project Manager,52000,6000,USD,United States,South Carolina,Charleston,11 - 20 years,5-7 years,High School,Woman
2724,4/27/2021 11:09:35,25-34,"Accounting, Banking & Finance",Senior Associate,135000,5000,USD,USA,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree,Woman
7069,4/27/2021 11:09:35,25-34,Computing or Tech,Technical Project Manager,131000,14000,USD,United States,California,Bay Area,8 - 10 years,5-7 years,College degree,Woman
13123,4/27/2021 11:09:36,45-54,Media & Digital,Special Projects Manager,64000,2000,USD,US,New York,New York ,21 - 30 years,5-7 years,Master's degree,Woman
8612,4/27/2021 11:09:38,18-24,Law Enforcement & Security,Library Assistant,49000,1000,USD,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman
6825,4/27/2021 11:09:39,35-44,Manufacturing and distributing,Customer Support Representative ,38800,0,USD,USA,Texas,Houston,11 - 20 years,2 - 4 years,College degree,Woman
4968,4/27/2021 11:09:41,25-34,Nonprofits,Financial Administrator,50000,0,USD,USA,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman
7048,4/27/2021 11:09:47,25-34,Sales,Technical Sales Manager,80000,8000,USD,United States,New Hampshire,Portsmouth,11 - 20 years,5-7 years,College degree,Woman
13305,4/27/2021 11:09:49,25-34,Business or Consulting,Management Consultant,105000,16000,USD,USA,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Man
5627,4/27/2021 11:09:49,35-44,Law,Counsel,120000,5000,USD,usa,New York,I work remotely,11 - 20 years,8 - 10 years,Master's degree,Woman
9854,4/27/2021 11:09:51,35-44,Sales,Client Service Manager,90000,0,USD,USA ,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,College degree,Woman
7118,4/27/2021 11:09:53,35-44,Utilities & Telecommunications,Technical Services Team Lead,60000,4000,USD,United States,Maryland,Baltimore,11 - 20 years,2 - 4 years,College degree,Woman
3547,4/27/2021 11:09:59,25-34,"Accounting, Banking & Finance",Senior Digital Content Manager,82000,10000,USD,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman
2769,4/27/2021 11:10:01,35-44,Engineering or Manufacturing,HR Manager,83500,500,USD,USA,South Carolina,"Columbia, SC",11 - 20 years,11 - 20 years,Master's degree,Woman
1373,4/27/2021 11:10:04,25-34,Nonprofits,Director of Engagement and Annual Giving,107500,0,USD,USA,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman
4870,4/27/2021 11:10:06,25-34,Utilities & Telecommunications,QA Analyst IT,65000,3000,USD,United States,New York,Remote/ home,5-7 years,5-7 years,College degree,Woman
2526,4/27/2021 11:10:09,35-44,"Marketing, Advertising & PR",Brand Manager,140000,20000,USD,USA,California,San Francisco,11 - 20 years,21 - 30 years,Some college,Woman
3982,4/27/2021 11:10:12,25-34,Computing or Tech,Software Engineer,80000,3000,USD,USA,Minnesota,Minneapolis,1 year or less,1 year or less,Some college,Non-binary
6332,4/27/2021 11:10:12,25-34,Education (Higher Education),Instructional design librarian,58800,0,USD,United States,Illinois,Normal,5-7 years,2 - 4 years,Master's degree,Woman
13346,4/27/2021 11:10:16,35-44,Government and Public Administration,IT Specialist I,103000,0,USD,United States,California,Sacramento,21 - 30 years,11 - 20 years,College degree,Man
3875,4/27/2021 11:10:18,25-34,Nonprofits,Managing Editor,80000,0,USD,United States,Washington,Seattle,2 - 4 years,11 - 20 years,Master's degree,Woman
649,4/27/2021 11:10:18,25-34,Government and Public Administration,Historian,66805,2000,USD,United States,Florida,Eglin AFB,8 - 10 years,8 - 10 years,PhD,Woman
71,4/27/2021 11:10:18,35-44,Recruitment or HR,Senior Talent Acquisition Consultant,90000,18000,USD,United States,Massachusetts,Work from home ,11 - 20 years,5-7 years,Master's degree,Woman
4803,4/27/2021 11:10:19,35-44,Business or Consulting,Assistant director ,117000,11700,USD,US,North Carolina,Raleigh,11 - 20 years,8 - 10 years,Master's degree,Woman
13002,4/27/2021 11:10:19,25-34,Social Work,Staff Therapist,45000,0,USD,United States,Illinois,Chicago,5-7 years,1 year or less,Master's degree,Woman
2653,4/27/2021 11:10:20,35-44,Education (Higher Education),Systems Librarian,54000,0,USD,United States,North Dakota,Grand Forks,1 year or less,1 year or less,Master's degree,Woman
8041,4/27/2021 11:10:22,25-34,Research and development,Chemist,58000,1500,USD,United States,Virginia,Pembroke,11 - 20 years,11 - 20 years,College degree,Woman
2272,4/27/2021 11:10:26,45-54,"Accounting, Banking & Finance",Sr. Database Analyst,102000,0,USD,US,Texas,Dallas,21 - 30 years,21 - 30 years,Master's degree,Woman
6290,4/27/2021 11:10:31,35-44,Nonprofits,Senior Development Manager,72100,0,USD,USA,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman
3796,4/27/2021 11:10:34,35-44,Business or Consulting,Email Marketing Director,78000,0,USD,United States,Kansas,Overland Park,11 - 20 years,11 - 20 years,Master's degree,Woman
2928,4/27/2021 11:10:36,25-34,Entertainment,Publicity Coordinator,50000,0,USD,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman
3781,4/27/2021 11:10:38,45-54,Health care,HR Business Partner,145000,15000,USD,USA,California,Oakland,21 - 30 years,21 - 30 years,College degree,Woman
8897,4/27/2021 11:10:38,55-64,Engineering or Manufacturing,Controller,100000,4000,USD,USA,Vermont,Rutland,21 - 30 years,21 - 30 years,College degree,Woman
1009,4/27/2021 11:10:39,25-34,Business or Consulting,Senior Research Analyst,64800,3000,USD,United States,Pennsylvania,Philadelphia,5-7 years,2 - 4 years,Master's degree,Woman
2846,4/27/2021 11:10:39,35-44,Education (Higher Education),Senior Research Analyst,70600,0,USD,United States,Iowa,Ames,5-7 years,5-7 years,PhD,Woman
4766,4/27/2021 11:10:47,35-44,Retail,Internal communications specialist,75000,10000,USD,United States,North Carolina,Charlotte,11 - 20 years,11 - 20 years,College degree,Woman
10160,4/27/2021 11:10:51,35-44,Retail,Operations Manager ,47840,800,USD,USA,Maine,Rockland ,11 - 20 years,1 year or less,College degree,Woman
2214,4/27/2021 11:10:51,35-44,Nonprofits,Director of Donor Relations,92000,3000,USD,USA ,New Jersey,Concord,11 - 20 years,8 - 10 years,Master's degree,Woman
12350,4/27/2021 11:10:52,55-64,Law,Word Processor,39917,400,USD,USA,Indiana,South Bend,31 - 40 years,21 - 30 years,Master's degree,Woman
12921,4/27/2021 11:10:52,35-44,Education (Primary/Secondary),9-12 grade teacher,53000,900,USD,United States,Arkansas,Siloam Springs,11 - 20 years,11 - 20 years,College degree,Woman
1686,4/27/2021 11:10:57,25-34,Government and Public Administration,Budget Analyst,53895,0,USD,United States,Tennessee,Nashville,2 - 4 years,2 - 4 years,Master's degree,Woman
3128,4/27/2021 11:10:57,35-44,Health care,Sales Operations,76000,5000,USD,usa,New Jersey,princeton ,11 - 20 years,11 - 20 years,Some college,Woman
11980,4/27/2021 11:11:01,45-54,B2B Services ,Business Systems Manager ,115000,6000,USD,United States of America ,Minnesota,Twin Cities suburbs ,21 - 30 years,11 - 20 years,Some college,Woman
7748,4/27/2021 11:11:04,25-34,Education (Higher Education),"Assistant Director, Data Integrity",72000,0,USD,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman
12821,4/27/2021 11:11:05,25-34,Computing or Tech,Content Development Manager ,71400,13218,USD,U.S. ,Ohio,Cincinnati,8 - 10 years,2 - 4 years,College degree,Woman
9402,4/27/2021 11:11:05,25-34,Sales,Inside Sales - Projects,64000,1500,USD,US,Ohio,Cincinnati,5-7 years,5-7 years,Master's degree,Woman
4482,4/27/2021 11:11:06,35-44,"Accounting, Banking & Finance",Senior Tax/Fixed Asset Specialist,53000,3000,USD,USA,Alabama,Montgomery,21 - 30 years,21 - 30 years,College degree,Woman
10416,4/27/2021 11:11:06,55-64,Nonprofits,Senior Editor,72000,2500,USD,U.S.,Virginia,Leesburg,21 - 30 years,11 - 20 years,College degree,Woman
4299,4/27/2021 11:11:06,45-54,Oil and Gas,Senior Software Engineer ,120000,20000,USD,USA,Texas,Houston,21 - 30 years,21 - 30 years,Some college,Man
2247,4/27/2021 11:11:08,35-44,Government and Public Administration,Deputy Director,103500,6500,USD,USA,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman
6888,4/27/2021 11:11:08,35-44,Government and Public Administration,Director of Accounting,139000,18000,USD,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman
7830,4/27/2021 11:11:09,25-34,Nonprofits,Program Coordinator,38110,720,USD,United States,Texas,Austin,5-7 years,5-7 years,Master's degree,Non-binary
2288,4/27/2021 11:11:10,35-44,Entertainment,"Manager, Production",90000,0,USD,United States,California,Los Angeles,11 - 20 years,8 - 10 years,Master's degree,Man
4548,4/27/2021 11:11:10,35-44,Health care,"Manager, Reporting and Analytics",117000,20000,USD,United States,Texas,Dallas,11 - 20 years,5-7 years,Master's degree,Woman
2642,4/27/2021 11:11:11,35-44,Media & Digital,Account Manager ,100000,25000,USD,United States ,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,Master's degree,Woman
12760,4/27/2021 11:11:12,35-44,Engineering or Manufacturing,Project Assistant,52000,2000,USD,U.S.,Minnesota,Duluth,11 - 20 years,5-7 years,College degree,Woman
9444,4/27/2021 11:11:12,25-34,Recruitment or HR,HR Coordinator,40000,0,USD,USA,Illinois,Bloomington,5-7 years,5-7 years,Master's degree,Woman
5356,4/27/2021 11:11:14,25-34,Nonprofits,HR Project Associate,60500,2500,USD,US,Washington,Seattle,5-7 years,5-7 years,College degree,Woman
13260,4/27/2021 11:11:17,25-34,Engineering or Manufacturing,Civil Engineer,87000,7000,USD,United States,Texas,Dallas,5-7 years,5-7 years,College degree,Woman
8657,4/27/2021 11:11:20,25-34,Engineering or Manufacturing,Flight Test Engineer,89000,4000,USD,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Man
6726,4/27/2021 11:11:20,35-44,Social Work,Program Director,70000,0,USD,United States,Minnesota,Saint Paul,11 - 20 years,5-7 years,Master's degree,Woman
2902,4/27/2021 11:11:20,25-34,Education (Higher Education),Arts Producer,72000,0,USD,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,College degree,Woman
1515,4/27/2021 11:11:21,35-44,"Accounting, Banking & Finance",Tax Manager,78400,4000,USD,USA,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman
12618,4/27/2021 11:11:22,25-34,"Accounting, Banking & Finance",Member Financial Transaction Services ,50000,1000,USD,United States,California,Carpinteria,5-7 years,5-7 years,Some college,Man
37,4/27/2021 11:11:27,35-44,Education (Higher Education),Director of Student Life,73000,3000,USD,United States,New York,Albany,11 - 20 years,11 - 20 years,Master's degree,Woman
3749,4/27/2021 11:11:31,45-54,Education (Higher Education),Assistant Director,90000,2500,USD,USA,Tennessee,Memphis,21 - 30 years,21 - 30 years,Master's degree,Woman
12548,4/27/2021 11:11:34,35-44,Engineering or Manufacturing,Materials Engineer,118000,1000,USD,United States,California,Ridgecrest,11 - 20 years,11 - 20 years,College degree,Man
